item;BA S/E SANTA LUISA 154KV BP1;addValue
2022-10-29 02;8669;86,69
2022-10-29 03;3519;35,19
2022-10-29 04;3246;32,46
2022-10-29 05;3246;32,46
2022-10-29 06;3246;32,46
2022-10-29 07;3246;32,46
2022-10-29 08;1353;13,53
2022-10-29 09;0;0
2022-10-29 10;0;0
2022-10-29 11;0;0
2022-10-29 12;0;0
2022-10-29 13;0;0
2022-10-29 14;0;0
2022-10-29 15;0;0
2022-10-29 16;0;0
2022-10-29 17;0;0
2022-10-29 18;0;0
2022-10-29 19;0;0
2022-10-29 20;7362;73,62
2022-10-29 21;1989;19,89
2022-10-29 22;0;0
2022-10-29 23;0;0
2022-10-29 24;0;0
2022-10-30 01;0;0
2022-10-30 02;0;0
2022-10-30 03;0;0
2022-10-30 04;0;0
2022-10-30 05;0;0
2022-10-30 06;0;0
2022-10-30 07;0;0
2022-10-30 08;0;0
2022-10-30 09;0;0
2022-10-30 10;0;0
2022-10-30 11;0;0
2022-10-30 12;0;0
2022-10-30 13;0;0
2022-10-30 14;0;0
2022-10-30 15;0;0
2022-10-30 16;0;0
2022-10-30 17;0;0
2022-10-30 18;0;0
2022-10-30 19;0;0
2022-10-30 20;0;0
2022-10-30 21;0;0
2022-10-30 22;0;0
2022-10-30 23;0;0
2022-10-30 24;0;0
2022-10-31 01;0;0
2022-10-31 02;0;0
2022-10-31 03;0;0
2022-10-31 04;0;0
2022-10-31 05;0;0
2022-10-31 06;0;0
2022-10-31 07;0;0
2022-10-31 08;0;0
2022-10-31 09;0;0
2022-10-31 10;0;0
2022-10-31 11;0;0
2022-10-31 12;0;0
2022-10-31 13;0;0
2022-10-31 14;0;0
2022-10-31 15;0;0
2022-10-31 16;0;0
2022-10-31 17;0;0
2022-10-31 18;0;0
2022-10-31 19;0;0
2022-10-31 20;815;8,15
2022-10-31 21;10265;102,65
2022-10-31 22;11597;115,97
2022-10-31 23;11429;114,29
2022-10-31 24;11441;114,41
2022-11-01 01;5950;59,5
2022-11-01 02;4066;40,66
2022-11-01 03;0;0
2022-11-01 04;0;0
2022-11-01 05;0;0
2022-11-01 06;0;0
2022-11-01 07;0;0
2022-11-01 08;0;0
2022-11-01 09;0;0
2022-11-01 10;0;0
2022-11-01 11;0;0
2022-11-01 12;0;0
2022-11-01 13;0;0
2022-11-01 14;0;0
2022-11-01 15;0;0
2022-11-01 16;0;0
2022-11-01 17;0;0
2022-11-01 18;0;0
2022-11-01 19;0;0
2022-11-01 20;8573;85,73
2022-11-01 21;13721;137,21
2022-11-01 22;10911;109,11
2022-11-01 23;603;6,03
2022-11-01 24;0;0
2022-11-02 01;0;0
2022-11-02 02;0;0
2022-11-02 03;0;0
2022-11-02 04;0;0
2022-11-02 05;0;0
2022-11-02 06;983;9,83
2022-11-02 07;7369;73,69
2022-11-02 08;3562;35,62
2022-11-02 09;0;0
2022-11-02 10;0;0
2022-11-02 11;0;0
2022-11-02 12;0;0
2022-11-02 13;6403;64,03
2022-11-02 14;7683;76,83
2022-11-02 15;10588;105,88
2022-11-02 16;10796;107,96
2022-11-02 17;10796;107,96
2022-11-02 18;10796;107,96
2022-11-02 19;6928;69,28
2022-11-02 20;15786;157,86
2022-11-02 21;30129;301,29
2022-11-02 22;28684;286,84
2022-11-02 23;17236;172,36
2022-11-02 24;9878;98,78
2022-11-03 01;4714;47,14
2022-11-03 02;0;0
2022-11-03 03;0;0
2022-11-03 04;0;0
2022-11-03 05;0;0
2022-11-03 06;0;0
2022-11-03 07;8038;80,38
2022-11-03 08;6002;60,02
2022-11-03 09;0;0
2022-11-03 10;0;0
2022-11-03 11;0;0
2022-11-03 12;0;0
2022-11-03 13;0;0
2022-11-03 14;0;0
2022-11-03 15;0;0
2022-11-03 16;0;0
2022-11-03 17;0;0
2022-11-03 18;0;0
2022-11-03 19;2190;21,9
2022-11-03 20;17853;178,53
2022-11-03 21;32987;329,87
2022-11-03 22;32987;329,87
2022-11-03 23;26521;265,21
2022-11-03 24;11863;118,63
2022-11-04 01;12763;127,63
2022-11-04 02;12166;121,66
2022-11-04 03;11505;115,05
2022-11-04 04;11212;112,12
2022-11-04 05;11312;113,12
2022-11-04 06;11312;113,12
2022-11-04 07;19884;198,84
2022-11-04 08;6362;63,62
2022-11-04 09;0;0
2022-11-04 10;0;0
2022-11-04 11;0;0
2022-11-04 12;0;0
2022-11-04 13;0;0
2022-11-04 14;0;0
2022-11-04 15;0;0
2022-11-04 16;0;0
2022-11-04 17;0;0
2022-11-04 18;0;0
2022-11-04 19;5121;51,21
2022-11-04 20;20054;200,54
2022-11-04 21;33179;331,79
2022-11-04 22;33180;331,8
2022-11-04 23;33102;331,02
2022-11-04 24;31535;315,35
2022-11-05 01;25257;252,57
2022-11-05 02;19390;193,9
2022-11-05 03;11175;111,75
2022-11-05 04;11175;111,75
2022-11-05 05;11175;111,75
2022-11-05 06;11175;111,75
2022-11-05 07;11175;111,75
2022-11-05 08;2235;22,35
2022-11-05 09;0;0
2022-11-05 10;0;0
2022-11-05 11;0;0
2022-11-05 12;0;0
2022-11-05 13;0;0
2022-11-05 14;0;0
2022-11-05 15;0;0
2022-11-05 16;0;0
2022-11-05 17;0;0
2022-11-05 18;0;0
2022-11-05 19;0;0
2022-11-05 20;7408;74,08
2022-11-05 21;11941;119,41
2022-11-05 22;13128;131,28
2022-11-05 23;11362;113,62
2022-11-05 24;11103;111,03
2022-11-06 01;6531;65,31
2022-11-06 02;6531;65,31
2022-11-06 03;6531;65,31
2022-11-06 04;6531;65,31
2022-11-06 05;6293;62,93
2022-11-06 06;6479;64,79
2022-11-06 07;6531;65,31
2022-11-06 08;0;0
2022-11-06 09;0;0
2022-11-06 10;0;0
2022-11-06 11;0;0
2022-11-06 12;0;0
2022-11-06 13;0;0
2022-11-06 14;0;0
2022-11-06 15;0;0
2022-11-06 16;0;0
2022-11-06 17;0;0
2022-11-06 18;0;0
2022-11-06 19;0;0
2022-11-06 20;6351;63,51
2022-11-06 21;12692;126,92
2022-11-06 22;12692;126,92
2022-11-06 23;12692;126,92
2022-11-06 24;12692;126,92
2022-11-07 01;9702;97,02
2022-11-07 02;9702;97,02
2022-11-07 03;1300;13
2022-11-07 04;1300;13
2022-11-07 05;1300;13
2022-11-07 06;1300;13
2022-11-07 07;9960;99,6
2022-11-07 08;8164;81,64
2022-11-07 09;0;0
2022-11-07 10;0;0
2022-11-07 11;0;0
2022-11-07 12;0;0
2022-11-07 13;0;0
2022-11-07 14;0;0
2022-11-07 15;0;0
2022-11-07 16;0;0
2022-11-07 17;0;0
2022-11-07 18;0;0
2022-11-07 19;3971;39,71
2022-11-07 20;13735;137,35
2022-11-07 21;24220;242,2
2022-11-07 22;25700;257
2022-11-07 23;14277;142,77
2022-11-07 24;11632;116,32
2022-11-08 01;11986;119,86
2022-11-08 02;2706;27,06
2022-11-08 03;1261;12,61
2022-11-08 04;909;9,09
2022-11-08 05;7630;76,3
2022-11-08 06;11317;113,17
2022-11-08 07;11317;113,17
2022-11-08 08;6016;60,16
2022-11-08 09;0;0
2022-11-08 10;0;0
2022-11-08 11;0;0
2022-11-08 12;0;0
2022-11-08 13;0;0
2022-11-08 14;0;0
2022-11-08 15;0;0
2022-11-08 16;0;0
2022-11-08 17;0;0
2022-11-08 18;0;0
2022-11-08 19;6399;63,99
2022-11-08 20;25247;252,47
2022-11-08 21;29347;293,47
2022-11-08 22;27766;277,66
2022-11-08 23;27766;277,66
2022-11-08 24;25663;256,63
2022-11-09 01;11946;119,46
2022-11-09 02;12304;123,04
2022-11-09 03;12304;123,04
2022-11-09 04;12292;122,92
2022-11-09 05;12118;121,18
2022-11-09 06;12147;121,47
2022-11-09 07;25351;253,51
2022-11-09 08;13687;136,87
2022-11-09 09;0;0
2022-11-09 10;0;0
2022-11-09 11;0;0
2022-11-09 12;3349;33,49
2022-11-09 13;724;7,24
2022-11-09 14;0;0
2022-11-09 15;0;0
2022-11-09 16;0;0
2022-11-09 17;0;0
2022-11-09 18;0;0
2022-11-09 19;2392;23,92
2022-11-09 20;21737;217,37
2022-11-09 21;27686;276,86
2022-11-09 22;27686;276,86
2022-11-09 23;20699;206,99
2022-11-09 24;13641;136,41
2022-11-10 01;11349;113,49
2022-11-10 02;10531;105,31
2022-11-10 03;9185;91,85
2022-11-10 04;11410;114,1
2022-11-10 05;11464;114,64
2022-11-10 06;13063;130,63
2022-11-10 07;18652;186,52
2022-11-10 08;11834;118,34
2022-11-10 09;0;0
2022-11-10 10;0;0
2022-11-10 11;0;0
2022-11-10 12;0;0
2022-11-10 13;0;0
2022-11-10 14;0;0
2022-11-10 15;0;0
2022-11-10 16;0;0
2022-11-10 17;0;0
2022-11-10 18;4856;48,56
2022-11-10 19;10672;106,72
2022-11-10 20;25383;253,83
2022-11-10 21;33411;334,11
2022-11-10 22;34211;342,11
2022-11-10 23;34204;342,04
2022-11-10 24;32988;329,88
2022-11-11 01;28590;285,9
2022-11-11 02;20764;207,64
2022-11-11 03;18275;182,75
2022-11-11 04;16699;166,99
2022-11-11 05;14047;140,47
2022-11-11 06;15369;153,69
2022-11-11 07;17646;176,46
2022-11-11 08;15444;154,44
2022-11-11 09;4859;48,59
2022-11-11 10;5560;55,6
2022-11-11 11;7219;72,19
2022-11-11 12;4859;48,59
2022-11-11 13;2510;25,1
2022-11-11 14;0;0
2022-11-11 15;0;0
2022-11-11 16;0;0
2022-11-11 17;7907;79,07
2022-11-11 18;8678;86,78
2022-11-11 19;11669;116,69
2022-11-11 20;25932;259,32
2022-11-11 21;32963;329,63
2022-11-11 22;34044;340,44
2022-11-11 23;33517;335,17
2022-11-11 24;30334;303,34
2022-11-12 01;21237;212,37
2022-11-12 02;21071;210,71
2022-11-12 03;18015;180,15
2022-11-12 04;14389;143,89
2022-11-12 05;14180;141,8
2022-11-12 06;13692;136,92
2022-11-12 07;14396;143,96
2022-11-12 08;12865;128,65
2022-11-12 09;0;0
2022-11-12 10;4844;48,44
2022-11-12 11;7415;74,15
2022-11-12 12;4107;41,07
2022-11-12 13;0;0
2022-11-12 14;0;0
2022-11-12 15;0;0
2022-11-12 16;0;0
2022-11-12 17;0;0
2022-11-12 18;0;0
2022-11-12 19;3064;30,64
2022-11-12 20;19855;198,55
2022-11-12 21;24430;244,3
2022-11-12 22;33551;335,51
2022-11-12 23;30104;301,04
2022-11-12 24;20436;204,36
2022-11-13 01;16664;166,64
2022-11-13 02;12377;123,77
2022-11-13 03;11785;117,85
2022-11-13 04;11683;116,83
2022-11-13 05;11507;115,07
2022-11-13 06;11507;115,07
2022-11-13 07;11480;114,8
2022-11-13 08;5942;59,42
2022-11-13 09;0;0
2022-11-13 10;0;0
2022-11-13 11;0;0
2022-11-13 12;0;0
2022-11-13 13;0;0
2022-11-13 14;0;0
2022-11-13 15;0;0
2022-11-13 16;0;0
2022-11-13 17;0;0
2022-11-13 18;0;0
2022-11-13 19;0;0
2022-11-13 20;3078;30,78
2022-11-13 21;12325;123,25
2022-11-13 22;16893;168,93
2022-11-13 23;12162;121,62
2022-11-13 24;10927;109,27
2022-11-14 01;8351;83,51
2022-11-14 02;9386;93,86
2022-11-14 03;9810;98,1
2022-11-14 04;12145;121,45
2022-11-14 05;12685;126,85
2022-11-14 06;12131;121,31
2022-11-14 07;15254;152,54
2022-11-14 08;11623;116,23
2022-11-14 09;0;0
2022-11-14 10;0;0
2022-11-14 11;0;0
2022-11-14 12;0;0
2022-11-14 13;0;0
2022-11-14 14;0;0
2022-11-14 15;0;0
2022-11-14 16;0;0
2022-11-14 17;0;0
2022-11-14 18;0;0
2022-11-14 19;0;0
2022-11-14 20;17049;170,49
2022-11-14 21;22405;224,05
2022-11-14 22;22405;224,05
2022-11-14 23;22405;224,05
2022-11-14 24;22405;224,05
2022-11-15 01;25910;259,1
2022-11-15 02;25910;259,1
2022-11-15 03;25910;259,1
2022-11-15 04;25910;259,1
2022-11-15 05;27043;270,43
2022-11-15 06;31575;315,75
2022-11-15 07;29215;292,15
2022-11-15 08;10741;107,41
2022-11-15 09;3594;35,94
2022-11-15 10;0;0
2022-11-15 11;0;0
2022-11-15 12;0;0
2022-11-15 13;0;0
2022-11-15 14;0;0
2022-11-15 15;0;0
2022-11-15 16;0;0
2022-11-15 17;0;0
2022-11-15 18;0;0
2022-11-15 19;5811;58,11
2022-11-15 20;25893;258,93
2022-11-15 21;31936;319,36
2022-11-15 22;31936;319,36
2022-11-15 23;28078;280,78
2022-11-15 24;13917;139,17
2022-11-16 01;23285;232,85
2022-11-16 02;15904;159,04
2022-11-16 03;12543;125,43
2022-11-16 04;11687;116,87
2022-11-16 05;18085;180,85
2022-11-16 06;19202;192,02
2022-11-16 07;19202;192,02
2022-11-16 08;9080;90,8
2022-11-16 09;0;0
2022-11-16 10;0;0
2022-11-16 11;0;0
2022-11-16 12;0;0
2022-11-16 13;0;0
2022-11-16 14;0;0
2022-11-16 15;0;0
2022-11-16 16;0;0
2022-11-16 17;0;0
2022-11-16 18;0;0
2022-11-16 19;1897;18,97
2022-11-16 20;20963;209,63
2022-11-16 21;24664;246,64
2022-11-16 22;26651;266,51
2022-11-16 23;18150;181,5
2022-11-16 24;15397;153,97
2022-11-17 01;11077;110,77
2022-11-17 02;12456;124,56
2022-11-17 03;11890;118,9
2022-11-17 04;10959;109,59
2022-11-17 05;10836;108,36
2022-11-17 06;8153;81,53
2022-11-17 07;11084;110,84
2022-11-17 08;6249;62,49
2022-11-17 09;0;0
2022-11-17 10;0;0
2022-11-17 11;0;0
2022-11-17 12;0;0
2022-11-17 13;0;0
2022-11-17 14;0;0
2022-11-17 15;0;0
2022-11-17 16;0;0
2022-11-17 17;0;0
2022-11-17 18;0;0
2022-11-17 19;0;0
2022-11-17 20;8048;80,48
2022-11-17 21;14201;142,01
2022-11-17 22;14201;142,01
2022-11-17 23;12973;129,73
2022-11-17 24;11899;118,99
2022-11-18 01;8678;86,78
2022-11-18 02;9629;96,29
2022-11-18 03;10649;106,49
2022-11-18 04;8670;86,7
2022-11-18 05;11425;114,25
2022-11-18 06;12228;122,28
2022-11-18 07;12228;122,28
2022-11-18 08;8752;87,52
2022-11-18 09;0;0
2022-11-18 10;0;0
2022-11-18 11;0;0
2022-11-18 12;0;0
2022-11-18 13;0;0
2022-11-18 14;0;0
2022-11-18 15;0;0
2022-11-18 16;0;0
2022-11-18 17;0;0
2022-11-18 18;0;0
2022-11-18 19;0;0
2022-11-18 20;17308;173,08
2022-11-18 21;28084;280,84
2022-11-18 22;28084;280,84
2022-11-18 23;21386;213,86
2022-11-18 24;15772;157,72
2022-11-19 01;11732;117,32
2022-11-19 02;9183;91,83
2022-11-19 03;8452;84,52
2022-11-19 04;8736;87,36
2022-11-19 05;10891;108,91
2022-11-19 06;12375;123,75
2022-11-19 07;14692;146,92
2022-11-19 08;3314;33,14
2022-11-19 09;0;0
2022-11-19 10;0;0
2022-11-19 11;0;0
2022-11-19 12;0;0
2022-11-19 13;0;0
2022-11-19 14;0;0
2022-11-19 15;0;0
2022-11-19 16;0;0
2022-11-19 17;0;0
2022-11-19 18;0;0
2022-11-19 19;0;0
2022-11-19 20;5724;57,24
2022-11-19 21;14923;149,23
2022-11-19 22;14939;149,39
2022-11-19 23;14020;140,2
2022-11-19 24;11495;114,95
2022-11-20 01;11222;112,22
2022-11-20 02;7732;77,32
2022-11-20 03;7526;75,26
2022-11-20 04;7718;77,18
2022-11-20 05;8062;80,62
2022-11-20 06;2553;25,53
2022-11-20 07;0;0
2022-11-20 08;0;0
2022-11-20 09;0;0
2022-11-20 10;0;0
2022-11-20 11;0;0
2022-11-20 12;0;0
2022-11-20 13;0;0
2022-11-20 14;0;0
2022-11-20 15;0;0
2022-11-20 16;0;0
2022-11-20 17;0;0
2022-11-20 18;0;0
2022-11-20 19;0;0
2022-11-20 20;4334;43,34
2022-11-20 21;16265;162,65
2022-11-20 22;17176;171,76
2022-11-20 23;17117;171,17
2022-11-20 24;15167;151,67
2022-11-21 01;10681;106,81
2022-11-21 02;10661;106,61
2022-11-21 03;10661;106,61
2022-11-21 04;10661;106,61
2022-11-21 05;10727;107,27
2022-11-21 06;11667;116,67
2022-11-21 07;14953;149,53
2022-11-21 08;9850;98,5
2022-11-21 09;0;0
2022-11-21 10;0;0
2022-11-21 11;0;0
2022-11-21 12;0;0
2022-11-21 13;0;0
2022-11-21 14;0;0
2022-11-21 15;0;0
2022-11-21 16;0;0
2022-11-21 17;0;0
2022-11-21 18;0;0
2022-11-21 19;0;0
2022-11-21 20;11839;118,39
2022-11-21 21;30494;304,94
2022-11-21 22;23280;232,8
2022-11-21 23;20233;202,33
2022-11-21 24;17382;173,82
2022-11-22 01;21490;214,9
2022-11-22 02;12056;120,56
2022-11-22 03;11084;110,84
2022-11-22 04;10345;103,45
2022-11-22 05;0;0
2022-11-22 06;0;0
2022-11-22 07;10275;102,75
2022-11-22 08;7679;76,79
2022-11-22 09;0;0
2022-11-22 10;0;0
2022-11-22 11;0;0
2022-11-22 12;0;0
2022-11-22 13;0;0
2022-11-22 14;0;0
2022-11-22 15;0;0
2022-11-22 16;0;0
2022-11-22 17;0;0
2022-11-22 18;0;0
2022-11-22 19;4861;48,61
2022-11-22 20;17418;174,18
2022-11-22 21;31095;310,95
2022-11-22 22;32500;325
2022-11-22 23;32500;325
2022-11-22 24;32500;325
2022-11-23 01;29449;294,49
2022-11-23 02;20874;208,74
2022-11-23 03;15278;152,78
2022-11-23 04;13743;137,43
2022-11-23 05;13743;137,43
2022-11-23 06;13743;137,43
2022-11-23 07;20449;204,49
2022-11-23 08;10312;103,12
2022-11-23 09;1831;18,31
2022-11-23 10;0;0
2022-11-23 11;0;0
2022-11-23 12;0;0
2022-11-23 13;0;0
2022-11-23 14;0;0
2022-11-23 15;0;0
2022-11-23 16;0;0
2022-11-23 17;0;0
2022-11-23 18;0;0
2022-11-23 19;0;0
2022-11-23 20;9475;94,75
2022-11-23 21;15561;155,61
2022-11-23 22;17539;175,39
2022-11-23 23;15932;159,32
2022-11-23 24;12760;127,6
2022-11-24 01;12179;121,79
2022-11-24 02;9335;93,35
2022-11-24 03;0;0
2022-11-24 04;0;0
2022-11-24 05;0;0
2022-11-24 06;0;0
2022-11-24 07;0;0
2022-11-24 08;0;0
2022-11-24 09;0;0
2022-11-24 10;0;0
2022-11-24 11;0;0
2022-11-24 12;0;0
2022-11-24 13;0;0
2022-11-24 14;0;0
2022-11-24 15;0;0
2022-11-24 16;0;0
2022-11-24 17;0;0
2022-11-24 18;0;0
2022-11-24 19;0;0
2022-11-24 20;9729;97,29
2022-11-24 21;13890;138,9
2022-11-24 22;13890;138,9
2022-11-24 23;13560;135,6
2022-11-24 24;3970;39,7
2022-11-25 01;0;0
2022-11-25 02;0;0
2022-11-25 03;0;0
2022-11-25 04;0;0
2022-11-25 05;0;0
2022-11-25 06;0;0
2022-11-25 07;0;0
2022-11-25 08;0;0
2022-11-25 09;0;0
2022-11-25 10;0;0
2022-11-25 11;0;0
2022-11-25 12;0;0
2022-11-25 13;0;0
2022-11-25 14;0;0
2022-11-25 15;0;0
2022-11-25 16;0;0
2022-11-25 17;0;0
2022-11-25 18;0;0
2022-11-25 19;1605;16,05
2022-11-25 20;10935;109,35
2022-11-25 21;17884;178,84
2022-11-25 22;17884;178,84
2022-11-25 23;17884;178,84
2022-11-25 24;15982;159,82
2022-11-26 01;11381;113,81
2022-11-26 02;0;0
2022-11-26 03;0;0
2022-11-26 04;4548;45,48
2022-11-26 05;0;0
2022-11-26 06;0;0
2022-11-26 07;0;0
2022-11-26 08;0;0
2022-11-26 09;0;0
2022-11-26 10;0;0
2022-11-26 11;0;0
2022-11-26 12;0;0
2022-11-26 13;0;0
2022-11-26 14;0;0
2022-11-26 15;0;0
2022-11-26 16;0;0
2022-11-26 17;0;0
2022-11-26 18;0;0
2022-11-26 19;2469;24,69
2022-11-26 20;14049;140,49
2022-11-26 21;29276;292,76
2022-11-26 22;29351;293,51
2022-11-26 23;29141;291,41
2022-11-26 24;22622;226,22
2022-11-27 01;14292;142,92
2022-11-27 02;12759;127,59
2022-11-27 03;11837;118,37
2022-11-27 04;11612;116,12
2022-11-27 05;8210;82,1
2022-11-27 06;8210;82,1
2022-11-27 07;8039;80,39
2022-11-27 08;0;0
2022-11-27 09;0;0
2022-11-27 10;0;0
2022-11-27 11;0;0
2022-11-27 12;0;0
2022-11-27 13;0;0
2022-11-27 14;0;0
2022-11-27 15;0;0
2022-11-27 16;0;0
2022-11-27 17;0;0
2022-11-27 18;0;0
2022-11-27 19;0;0
2022-11-27 20;8559;85,59
2022-11-27 21;22573;225,73
2022-11-27 22;28820;288,2
2022-11-27 23;29568;295,68
2022-11-27 24;29568;295,68
2022-11-28 01;27169;271,69
2022-11-28 02;27169;271,69
2022-11-28 03;27169;271,69
2022-11-28 04;27169;271,69
2022-11-28 05;27169;271,69
2022-11-28 06;27169;271,69
2022-11-28 07;27169;271,69
2022-11-28 08;21497;214,97
2022-11-28 09;10719;107,19
2022-11-28 10;7865;78,65
2022-11-28 11;7439;74,39
2022-11-28 12;7374;73,74
2022-11-28 13;3441;34,41
2022-11-28 14;0;0
2022-11-28 15;0;0
2022-11-28 16;0;0
2022-11-28 17;0;0
2022-11-28 18;0;0
2022-11-28 19;0;0
2022-11-28 20;10659;106,59
2022-11-28 21;29389;293,89
2022-11-28 22;29412;294,12
2022-11-28 23;23819;238,19
2022-11-28 24;15235;152,35
2022-11-29 01;12401;124,01
2022-11-29 02;12290;122,9
2022-11-29 03;10613;106,13
2022-11-29 04;10512;105,12
2022-11-29 05;10412;104,12
2022-11-29 06;10964;109,64
2022-11-29 07;12324;123,24
2022-11-29 08;11089;110,89
2022-11-29 09;11518;115,18
2022-11-29 10;11395;113,95
2022-11-29 11;7700;77
2022-11-29 12;6853;68,53
2022-11-29 13;0;0
2022-11-29 14;0;0
2022-11-29 15;0;0
2022-11-29 16;0;0
2022-11-29 17;0;0
2022-11-29 18;0;0
2022-11-29 19;0;0
2022-11-29 20;7247;72,47
2022-11-29 21;29342;293,42
2022-11-29 22;29587;295,87
2022-11-29 23;20656;206,56
2022-11-29 24;13250;132,5
2022-11-30 01;11990;119,9
2022-11-30 02;11931;119,31
2022-11-30 03;11385;113,85
2022-11-30 04;10194;101,94
2022-11-30 05;9844;98,44
2022-11-30 06;9847;98,47
2022-11-30 07;15274;152,74
2022-11-30 08;11279;112,79
2022-11-30 09;7349;73,49
2022-11-30 10;7253;72,53
2022-11-30 11;7253;72,53
2022-11-30 12;604;6,04
2022-11-30 13;0;0
2022-11-30 14;0;0
2022-11-30 15;0;0
2022-11-30 16;0;0
2022-11-30 17;0;0
2022-11-30 18;0;0
2022-11-30 19;0;0
2022-11-30 20;8812;88,12
2022-11-30 21;17578;175,78
2022-11-30 22;17578;175,78
2022-11-30 23;17578;175,78
2022-11-30 24;15033;150,33
2022-12-01 01;9946;99,46
2022-12-01 02;10764;107,64
2022-12-01 03;10731;107,31
2022-12-01 04;9946;99,46
2022-12-01 05;10121;101,21
2022-12-01 06;10725;107,25
2022-12-01 07;12433;124,33
2022-12-01 08;8112;81,12
2022-12-01 09;0;0
2022-12-01 10;0;0
2022-12-01 11;0;0
2022-12-01 12;0;0
2022-12-01 13;0;0
2022-12-01 14;0;0
2022-12-01 15;0;0
2022-12-01 16;0;0
2022-12-01 17;0;0
2022-12-01 18;0;0
2022-12-01 19;0;0
2022-12-01 20;7112;71,12
2022-12-01 21;14898;148,98
2022-12-01 22;23297;232,97
2022-12-01 23;22656;226,56
2022-12-01 24;13710;137,1
2022-12-02 01;10314;103,14
2022-12-02 02;11137;111,37
2022-12-02 03;11137;111,37
2022-12-02 04;11137;111,37
2022-12-02 05;11520;115,2
2022-12-02 06;12461;124,61
2022-12-02 07;13799;137,99
2022-12-02 08;9095;90,95
2022-12-02 09;844;8,44
2022-12-02 10;0;0
2022-12-02 11;0;0
2022-12-02 12;0;0
2022-12-02 13;0;0
2022-12-02 14;0;0
2022-12-02 15;0;0
2022-12-02 16;0;0
2022-12-02 17;0;0
2022-12-02 18;0;0
2022-12-02 19;0;0
2022-12-02 20;6478;64,78
2022-12-02 21;15093;150,93
2022-12-02 22;15093;150,93
2022-12-02 23;15093;150,93
2022-12-02 24;22432;224,32
2022-12-03 01;16867;168,67
2022-12-03 02;15208;152,08
2022-12-03 03;14838;148,38
2022-12-03 04;14953;149,53
2022-12-03 05;15704;157,04
2022-12-03 06;16867;168,67
2022-12-03 07;14876;148,76
2022-12-03 08;5190;51,9
2022-12-03 09;0;0
2022-12-03 10;0;0
2022-12-03 11;0;0
2022-12-03 12;0;0
2022-12-03 13;0;0
2022-12-03 14;0;0
2022-12-03 15;0;0
2022-12-03 16;0;0
2022-12-03 17;0;0
2022-12-03 18;0;0
2022-12-03 19;0;0
2022-12-03 20;6349;63,49
2022-12-03 21;16927;169,27
2022-12-03 22;16927;169,27
2022-12-03 23;16927;169,27
2022-12-03 24;16266;162,66
2022-12-04 01;12337;123,37
2022-12-04 02;10378;103,78
2022-12-04 03;10296;102,96
2022-12-04 04;10340;103,4
2022-12-04 05;10363;103,63
2022-12-04 06;10363;103,63
2022-12-04 07;8351;83,51
2022-12-04 08;2736;27,36
2022-12-04 09;0;0
2022-12-04 10;0;0
2022-12-04 11;0;0
2022-12-04 12;0;0
2022-12-04 13;0;0
2022-12-04 14;0;0
2022-12-04 15;0;0
2022-12-04 16;0;0
2022-12-04 17;0;0
2022-12-04 18;0;0
2022-12-04 19;0;0
2022-12-04 20;8534;85,34
2022-12-04 21;16550;165,5
2022-12-04 22;25617;256,17
2022-12-04 23;29761;297,61
2022-12-04 24;29868;298,68
2022-12-05 01;29207;292,07
2022-12-05 02;27972;279,72
2022-12-05 03;27191;271,91
2022-12-05 04;25158;251,58
2022-12-05 05;25158;251,58
2022-12-05 06;25158;251,58
2022-12-05 07;21341;213,41
2022-12-05 08;11194;111,94
2022-12-05 09;7084;70,84
2022-12-05 10;6829;68,29
2022-12-05 11;8905;89,05
2022-12-05 12;8261;82,61
2022-12-05 13;7260;72,6
2022-12-05 14;7875;78,75
2022-12-05 15;9463;94,63
2022-12-05 16;9789;97,89
2022-12-05 17;9284;92,84
2022-12-05 18;3932;39,32
2022-12-05 19;1203;12,03
2022-12-05 20;18340;183,4
2022-12-05 21;30421;304,21
2022-12-05 22;30421;304,21
2022-12-05 23;30479;304,79
2022-12-05 24;27180;271,8
2022-12-06 01;13986;139,86
2022-12-06 02;13986;139,86
2022-12-06 03;14643;146,43
2022-12-06 04;15205;152,05
2022-12-06 05;15205;152,05
2022-12-06 06;19891;198,91
2022-12-06 07;29486;294,86
2022-12-06 08;19219;192,19
2022-12-06 09;3523;35,23
2022-12-06 10;0;0
2022-12-06 11;0;0
2022-12-06 12;0;0
2022-12-06 13;0;0
2022-12-06 14;0;0
2022-12-06 15;0;0
2022-12-06 16;0;0
2022-12-06 17;0;0
2022-12-06 18;0;0
2022-12-06 19;11132;111,32
2022-12-06 20;17805;178,05
2022-12-06 21;29789;297,89
2022-12-06 22;29846;298,46
2022-12-06 23;29746;297,46
2022-12-06 24;29684;296,84
2022-12-07 01;21494;214,94
2022-12-07 02;16303;163,03
2022-12-07 03;14922;149,22
2022-12-07 04;12086;120,86
2022-12-07 05;11585;115,85
2022-12-07 06;17218;172,18
2022-12-07 07;18554;185,54
2022-12-07 08;10574;105,74
2022-12-07 09;7308;73,08
2022-12-07 10;7307;73,07
2022-12-07 11;243;2,43
2022-12-07 12;0;0
2022-12-07 13;0;0
2022-12-07 14;0;0
2022-12-07 15;0;0
2022-12-07 16;0;0
2022-12-07 17;0;0
2022-12-07 18;0;0
2022-12-07 19;0;0
2022-12-07 20;4068;40,68
2022-12-07 21;8135;81,35
2022-12-07 22;11510;115,1
