item;BA S/E SANTA LUISA 154KV BP1;addValue
2022-06-23 05;14611;146,11
2022-06-23 06;14611;146,11
2022-06-23 07;14611;146,11
2022-06-23 08;14611;146,11
2022-06-23 09;13836;138,36
2022-06-23 10;10256;102,56
2022-06-23 11;12345;123,45
2022-06-23 12;22759;227,59
2022-06-23 13;27154;271,54
2022-06-23 14;27154;271,54
2022-06-23 15;27154;271,54
2022-06-23 16;27154;271,54
2022-06-23 17;28441;284,41
2022-06-23 18;38707;387,07
2022-06-23 19;36734;367,34
2022-06-23 20;33947;339,47
2022-06-23 21;22892;228,92
2022-06-23 22;21815;218,15
2022-06-23 23;21815;218,15
2022-06-23 24;26430;264,3
2022-06-24 01;26461;264,61
2022-06-24 02;24102;241,02
2022-06-24 03;15346;153,46
2022-06-24 04;15346;153,46
2022-06-24 05;16823;168,23
2022-06-24 06;22163;221,63
2022-06-24 07;25277;252,77
2022-06-24 08;23426;234,26
2022-06-24 09;24342;243,42
2022-06-24 10;24342;243,42
2022-06-24 11;24342;243,42
2022-06-24 12;24342;243,42
2022-06-24 13;29527;295,27
2022-06-24 14;33047;330,47
2022-06-24 15;33047;330,47
2022-06-24 16;37472;374,72
2022-06-24 17;38930;389,3
2022-06-24 18;39663;396,63
2022-06-24 19;38276;382,76
2022-06-24 20;37533;375,33
2022-06-24 21;35268;352,68
2022-06-24 22;32668;326,68
2022-06-24 23;30988;309,88
2022-06-24 24;29485;294,85
2022-06-25 01;27745;277,45
2022-06-25 02;25240;252,4
2022-06-25 03;14806;148,06
2022-06-25 04;12614;126,14
2022-06-25 05;12781;127,81
2022-06-25 06;14217;142,17
2022-06-25 07;14403;144,03
2022-06-25 08;13499;134,99
2022-06-25 09;13062;130,62
2022-06-25 10;18737;187,37
2022-06-25 11;28529;285,29
2022-06-25 12;28529;285,29
2022-06-25 13;28529;285,29
2022-06-25 14;28529;285,29
2022-06-25 15;26498;264,98
2022-06-25 16;18658;186,58
2022-06-25 17;25506;255,06
2022-06-25 18;32274;322,74
2022-06-25 19;38473;384,73
2022-06-25 20;39464;394,64
2022-06-25 21;40285;402,85
2022-06-25 22;39976;399,76
2022-06-25 23;40147;401,47
2022-06-25 24;39613;396,13
2022-06-26 01;38514;385,14
2022-06-26 02;34674;346,74
2022-06-26 03;31372;313,72
2022-06-26 04;14907;149,07
2022-06-26 05;14247;142,47
2022-06-26 06;14495;144,95
2022-06-26 07;14625;146,25
2022-06-26 08;12258;122,58
2022-06-26 09;14692;146,92
2022-06-26 10;16111;161,11
2022-06-26 11;17456;174,56
2022-06-26 12;17456;174,56
2022-06-26 13;21862;218,62
2022-06-26 14;29473;294,73
2022-06-26 15;32699;326,99
2022-06-26 16;38419;384,19
2022-06-26 17;40896;408,96
2022-06-26 18;40965;409,65
2022-06-26 19;38588;385,88
2022-06-26 20;38592;385,92
2022-06-26 21;38751;387,51
2022-06-26 22;39547;395,47
2022-06-26 23;39547;395,47
2022-06-26 24;39547;395,47
2022-06-27 01;38637;386,37
2022-06-27 02;38076;380,76
2022-06-27 03;38227;382,27
2022-06-27 04;38065;380,65
2022-06-27 05;34297;342,97
2022-06-27 06;21482;214,82
2022-06-27 07;27419;274,19
2022-06-27 08;27798;277,98
2022-06-27 09;28490;284,9
2022-06-27 10;28490;284,9
2022-06-27 11;28490;284,9
2022-06-27 12;31490;314,9
2022-06-27 13;37393;373,93
2022-06-27 14;39024;390,24
2022-06-27 15;41005;410,05
2022-06-27 16;41041;410,41
2022-06-27 17;41043;410,43
2022-06-27 18;41450;414,5
2022-06-27 19;38573;385,73
2022-06-27 20;38840;388,4
2022-06-27 21;40101;401,01
2022-06-27 22;39262;392,62
2022-06-27 23;38619;386,19
2022-06-27 24;37531;375,31
2022-06-28 01;35301;353,01
2022-06-28 02;33442;334,42
2022-06-28 03;33465;334,65
2022-06-28 04;16569;165,69
2022-06-28 05;11643;116,43
2022-06-28 06;12119;121,19
2022-06-28 07;26050;260,5
2022-06-28 08;28495;284,95
2022-06-28 09;11163;111,63
2022-06-28 10;8724;87,24
2022-06-28 11;8724;87,24
2022-06-28 12;9635;96,35
2022-06-28 13;12007;120,07
2022-06-28 14;9178;91,78
2022-06-28 15;8724;87,24
2022-06-28 16;8724;87,24
2022-06-28 17;22371;223,71
2022-06-28 18;39892;398,92
2022-06-28 19;37513;375,13
2022-06-28 20;37513;375,13
2022-06-28 21;37513;375,13
2022-06-28 22;37513;375,13
2022-06-28 23;36449;364,49
2022-06-28 24;29804;298,04
2022-06-29 01;24616;246,16
2022-06-29 02;12563;125,63
2022-06-29 03;10860;108,6
2022-06-29 04;14012;140,12
2022-06-29 05;12283;122,83
2022-06-29 06;12700;127
2022-06-29 07;18178;181,78
2022-06-29 08;25048;250,48
2022-06-29 09;10848;108,48
2022-06-29 10;10119;101,19
2022-06-29 11;10459;104,59
2022-06-29 12;10309;103,09
2022-06-29 13;10309;103,09
2022-06-29 14;1009;10,09
2022-06-29 15;0;0
2022-06-29 16;0;0
2022-06-29 17;8770;87,7
2022-06-29 18;25848;258,48
2022-06-29 19;38962;389,62
2022-06-29 20;39436;394,36
2022-06-29 21;39436;394,36
2022-06-29 22;39436;394,36
2022-06-29 23;39436;394,36
2022-06-29 24;38862;388,62
2022-06-30 01;38121;381,21
2022-06-30 02;21373;213,73
2022-06-30 03;14671;146,71
2022-06-30 04;12619;126,19
2022-06-30 05;13888;138,88
2022-06-30 06;21134;211,34
2022-06-30 07;23666;236,66
2022-06-30 08;23860;238,6
2022-06-30 09;11023;110,23
2022-06-30 10;8726;87,26
2022-06-30 11;9414;94,14
2022-06-30 12;14439;144,39
2022-06-30 13;11094;110,94
2022-06-30 14;8622;86,22
2022-06-30 15;8622;86,22
2022-06-30 16;8622;86,22
2022-06-30 17;14981;149,81
2022-06-30 18;30433;304,33
2022-06-30 19;31988;319,88
2022-06-30 20;20884;208,84
2022-06-30 21;15297;152,97
2022-06-30 22;15297;152,97
2022-06-30 23;15297;152,97
2022-06-30 24;14722;147,22
2022-07-01 01;11964;119,64
2022-07-01 02;10480;104,8
2022-07-01 03;9964;99,64
2022-07-01 04;9964;99,64
2022-07-01 05;10369;103,69
2022-07-01 06;10797;107,97
2022-07-01 07;11531;115,31
2022-07-01 08;11336;113,36
2022-07-01 09;11378;113,78
2022-07-01 10;9073;90,73
2022-07-01 11;14188;141,88
2022-07-01 12;15441;154,41
2022-07-01 13;15371;153,71
2022-07-01 14;14736;147,36
2022-07-01 15;14536;145,36
2022-07-01 16;13345;133,45
2022-07-01 17;18055;180,55
2022-07-01 18;36091;360,91
2022-07-01 19;37818;378,18
2022-07-01 20;37680;376,8
2022-07-01 21;36591;365,91
2022-07-01 22;28589;285,89
2022-07-01 23;16306;163,06
2022-07-01 24;13271;132,71
2022-07-02 01;9021;90,21
2022-07-02 02;9021;90,21
2022-07-02 03;10708;107,08
2022-07-02 04;10861;108,61
2022-07-02 05;11022;110,22
2022-07-02 06;11135;111,35
2022-07-02 07;11135;111,35
2022-07-02 08;10650;106,5
2022-07-02 09;1528;15,28
2022-07-02 10;0;0
2022-07-02 11;0;0
2022-07-02 12;0;0
2022-07-02 13;0;0
2022-07-02 14;0;0
2022-07-02 15;0;0
2022-07-02 16;0;0
2022-07-02 17;4272;42,72
2022-07-02 18;14053;140,53
2022-07-02 19;14382;143,82
2022-07-02 20;14059;140,59
2022-07-02 21;13496;134,96
2022-07-02 22;13061;130,61
2022-07-02 23;13061;130,61
2022-07-02 24;12811;128,11
2022-07-03 01;11923;119,23
2022-07-03 02;11803;118,03
2022-07-03 03;11150;111,5
2022-07-03 04;10687;106,87
2022-07-03 05;11431;114,31
2022-07-03 06;10564;105,64
2022-07-03 07;10251;102,51
2022-07-03 08;8810;88,1
2022-07-03 09;2458;24,58
2022-07-03 10;0;0
2022-07-03 11;3441;34,41
2022-07-03 12;8603;86,03
2022-07-03 13;8603;86,03
2022-07-03 14;9450;94,5
2022-07-03 15;9843;98,43
2022-07-03 16;9843;98,43
2022-07-03 17;11475;114,75
2022-07-03 18;14674;146,74
2022-07-03 19;14459;144,59
2022-07-03 20;14459;144,59
2022-07-03 21;14459;144,59
2022-07-03 22;14459;144,59
2022-07-03 23;13917;139,17
2022-07-03 24;13061;130,61
2022-07-04 01;11681;116,81
2022-07-04 02;11136;111,36
2022-07-04 03;11261;112,61
2022-07-04 04;11496;114,96
2022-07-04 05;11699;116,99
2022-07-04 06;12051;120,51
2022-07-04 07;12051;120,51
2022-07-04 08;11371;113,71
2022-07-04 09;8781;87,81
2022-07-04 10;8719;87,19
2022-07-04 11;10309;103,09
2022-07-04 12;11802;118,02
2022-07-04 13;11325;113,25
2022-07-04 14;5001;50,01
2022-07-04 15;0;0
2022-07-04 16;0;0
2022-07-04 17;8211;82,11
2022-07-04 18;14729;147,29
2022-07-04 19;14425;144,25
2022-07-04 20;14393;143,93
2022-07-04 21;13778;137,78
2022-07-04 22;13161;131,61
2022-07-04 23;13117;131,17
2022-07-04 24;12000;120
2022-07-05 01;11040;110,4
2022-07-05 02;5462;54,62
2022-07-05 03;0;0
2022-07-05 04;0;0
2022-07-05 05;0;0
2022-07-05 06;0;0
2022-07-05 07;0;0
2022-07-05 08;0;0
2022-07-05 09;9441;94,41
2022-07-05 10;9549;95,49
2022-07-05 11;8539;85,39
2022-07-05 12;8539;85,39
2022-07-05 13;5995;59,95
2022-07-05 14;5291;52,91
2022-07-05 15;5291;52,91
2022-07-05 16;5291;52,91
2022-07-05 17;10037;100,37
2022-07-05 18;14594;145,94
2022-07-05 19;13050;130,5
2022-07-05 20;11883;118,83
2022-07-05 21;14400;144
2022-07-05 22;14400;144
2022-07-05 23;14400;144
2022-07-05 24;13006;130,06
2022-07-06 01;11576;115,76
2022-07-06 02;11506;115,06
2022-07-06 03;10703;107,03
2022-07-06 04;9454;94,54
2022-07-06 05;9923;99,23
2022-07-06 06;11581;115,81
2022-07-06 07;11986;119,86
2022-07-06 08;14070;140,7
2022-07-06 09;14740;147,4
2022-07-06 10;13481;134,81
2022-07-06 11;13923;139,23
2022-07-06 12;13776;137,76
2022-07-06 13;12894;128,94
2022-07-06 14;13044;130,44
2022-07-06 15;12625;126,25
2022-07-06 16;14968;149,68
2022-07-06 17;14968;149,68
2022-07-06 18;14968;149,68
2022-07-06 19;14738;147,38
2022-07-06 20;14738;147,38
2022-07-06 21;14738;147,38
2022-07-06 22;14738;147,38
2022-07-06 23;14738;147,38
2022-07-06 24;14738;147,38
2022-07-07 01;13501;135,01
2022-07-07 02;12719;127,19
2022-07-07 03;12577;125,77
2022-07-07 04;12391;123,91
2022-07-07 05;12590;125,9
2022-07-07 06;12590;125,9
2022-07-07 07;18108;181,08
2022-07-07 08;22991;229,91
2022-07-07 09;13980;139,8
2022-07-07 10;9270;92,7
2022-07-07 11;13278;132,78
2022-07-07 12;13291;132,91
2022-07-07 13;11458;114,58
2022-07-07 14;7787;77,87
2022-07-07 15;7561;75,61
2022-07-07 16;7526;75,26
2022-07-07 17;15981;159,81
2022-07-07 18;19708;197,08
2022-07-07 19;23090;230,9
2022-07-07 20;15636;156,36
2022-07-07 21;14830;148,3
2022-07-07 22;15028;150,28
2022-07-07 23;13724;137,24
2022-07-07 24;13237;132,37
2022-07-08 01;12487;124,87
2022-07-08 02;11939;119,39
2022-07-08 03;11117;111,17
2022-07-08 04;12487;124,87
2022-07-08 05;12351;123,51
2022-07-08 06;12646;126,46
2022-07-08 07;12579;125,79
2022-07-08 08;12717;127,17
2022-07-08 09;14013;140,13
2022-07-08 10;11602;116,02
2022-07-08 11;9217;92,17
2022-07-08 12;8875;88,75
2022-07-08 13;7568;75,68
2022-07-08 14;7506;75,06
2022-07-08 15;7770;77,7
2022-07-08 16;11658;116,58
2022-07-08 17;14710;147,1
2022-07-08 18;14710;147,1
2022-07-08 19;12311;123,11
2022-07-08 20;11722;117,22
2022-07-08 21;11654;116,54
2022-07-08 22;12050;120,5
2022-07-08 23;12310;123,1
2022-07-08 24;14006;140,06
2022-07-09 01;11894;118,94
2022-07-09 02;11605;116,05
2022-07-09 03;10963;109,63
2022-07-09 04;10370;103,7
2022-07-09 05;11217;112,17
2022-07-09 06;10720;107,2
2022-07-09 07;7248;72,48
2022-07-09 08;5025;50,25
2022-07-09 09;0;0
2022-07-09 10;0;0
2022-07-09 11;0;0
2022-07-09 12;0;0
2022-07-09 13;4968;49,68
2022-07-09 14;7558;75,58
2022-07-09 15;9897;98,97
2022-07-09 16;12293;122,93
2022-07-09 17;13958;139,58
2022-07-09 18;15486;154,86
2022-07-09 19;15843;158,43
2022-07-09 20;14924;149,24
2022-07-09 21;14756;147,56
2022-07-09 22;14537;145,37
2022-07-09 23;14259;142,59
2022-07-09 24;13022;130,22
2022-07-10 01;11551;115,51
2022-07-10 02;11551;115,51
2022-07-10 03;11551;115,51
2022-07-10 04;11551;115,51
2022-07-10 05;11551;115,51
2022-07-10 06;11551;115,51
2022-07-10 07;9999;99,99
2022-07-10 08;8265;82,65
2022-07-10 09;981;9,81
2022-07-10 10;0;0
2022-07-10 11;0;0
2022-07-10 12;0;0
2022-07-10 13;3011;30,11
2022-07-10 14;7649;76,49
2022-07-10 15;7626;76,26
2022-07-10 16;8060;80,6
2022-07-10 17;11517;115,17
2022-07-10 18;15400;154
2022-07-10 19;16615;166,15
2022-07-10 20;16615;166,15
2022-07-10 21;16615;166,15
2022-07-10 22;16314;163,14
2022-07-10 23;14691;146,91
2022-07-10 24;15033;150,33
2022-07-11 01;19319;193,19
2022-07-11 02;13918;139,18
2022-07-11 03;12656;126,56
2022-07-11 04;12725;127,25
2022-07-11 05;12725;127,25
2022-07-11 06;13049;130,49
2022-07-11 07;14945;149,45
2022-07-11 08;19902;199,02
2022-07-11 09;14865;148,65
2022-07-11 10;8922;89,22
2022-07-11 11;10525;105,25
2022-07-11 12;10827;108,27
2022-07-11 13;8423;84,23
2022-07-11 14;7661;76,61
2022-07-11 15;7661;76,61
2022-07-11 16;7661;76,61
2022-07-11 17;10320;103,2
2022-07-11 18;19486;194,86
2022-07-11 19;19575;195,75
2022-07-11 20;12863;128,63
2022-07-11 21;17964;179,64
2022-07-11 22;19496;194,96
2022-07-11 23;15190;151,9
2022-07-11 24;14560;145,6
2022-07-12 01;10601;106,01
2022-07-12 02;7327;73,27
2022-07-12 03;7230;72,3
2022-07-12 04;7230;72,3
2022-07-12 05;7230;72,3
2022-07-12 06;7393;73,93
2022-07-12 07;8315;83,15
2022-07-12 08;9158;91,58
2022-07-12 09;8644;86,44
2022-07-12 10;6971;69,71
2022-07-12 11;4109;41,09
2022-07-12 12;0;0
2022-07-12 13;3546;35,46
2022-07-12 14;7513;75,13
2022-07-12 15;7225;72,25
2022-07-12 16;7599;75,99
2022-07-12 17;12664;126,64
2022-07-12 18;15131;151,31
2022-07-12 19;15931;159,31
2022-07-12 20;16902;169,02
2022-07-12 21;15001;150,01
2022-07-12 22;14475;144,75
2022-07-12 23;14475;144,75
2022-07-12 24;14475;144,75
2022-07-13 01;12822;128,22
2022-07-13 02;12662;126,62
2022-07-13 03;12289;122,89
2022-07-13 04;12224;122,24
2022-07-13 05;12071;120,71
2022-07-13 06;12334;123,34
2022-07-13 07;12822;128,22
2022-07-13 08;12201;122,01
2022-07-13 09;10601;106,01
2022-07-13 10;9077;90,77
2022-07-13 11;9635;96,35
2022-07-13 12;9635;96,35
2022-07-13 13;9635;96,35
2022-07-13 14;9635;96,35
2022-07-13 15;9635;96,35
2022-07-13 16;12441;124,41
2022-07-13 17;17519;175,19
2022-07-13 18;19670;196,7
2022-07-13 19;15915;159,15
2022-07-13 20;15915;159,15
2022-07-13 21;15915;159,15
2022-07-13 22;15915;159,15
2022-07-13 23;15915;159,15
2022-07-13 24;15339;153,39
2022-07-14 01;14819;148,19
2022-07-14 02;15761;157,61
2022-07-14 03;13986;139,86
2022-07-14 04;12735;127,35
2022-07-14 05;12735;127,35
2022-07-14 06;13757;137,57
2022-07-14 07;14730;147,3
2022-07-14 08;15230;152,3
2022-07-14 09;27512;275,12
2022-07-14 10;33723;337,23
2022-07-14 11;34203;342,03
2022-07-14 12;36347;363,47
2022-07-14 13;37805;378,05
2022-07-14 14;38256;382,56
2022-07-14 15;38391;383,91
2022-07-14 16;38526;385,26
2022-07-14 17;43679;436,79
2022-07-14 18;43764;437,64
2022-07-14 19;37500;375
2022-07-14 20;35792;357,92
2022-07-14 21;32269;322,69
2022-07-14 22;28180;281,8
2022-07-14 23;17245;172,45
2022-07-14 24;16887;168,87
2022-07-15 01;15305;153,05
2022-07-15 02;14378;143,78
2022-07-15 03;14125;141,25
2022-07-15 04;13905;139,05
2022-07-15 05;14262;142,62
2022-07-15 06;13713;137,13
2022-07-15 07;14181;141,81
2022-07-15 08;14407;144,07
2022-07-15 09;14672;146,72
2022-07-15 10;19382;193,82
2022-07-15 11;35274;352,74
2022-07-15 12;35404;354,04
2022-07-15 13;35404;354,04
2022-07-15 14;35444;354,44
2022-07-15 15;38242;382,42
2022-07-15 16;38545;385,45
2022-07-15 17;38545;385,45
2022-07-15 18;38545;385,45
2022-07-15 19;37803;378,03
2022-07-15 20;37625;376,25
2022-07-15 21;35059;350,59
2022-07-15 22;34733;347,33
2022-07-15 23;34733;347,33
2022-07-15 24;34488;344,88
2022-07-16 01;17833;178,33
2022-07-16 02;13834;138,34
2022-07-16 03;13064;130,64
2022-07-16 04;12920;129,2
2022-07-16 05;12777;127,77
2022-07-16 06;12749;127,49
2022-07-16 07;12758;127,58
2022-07-16 08;12844;128,44
2022-07-16 09;13449;134,49
2022-07-16 10;13449;134,49
2022-07-16 11;12249;122,49
2022-07-16 12;8742;87,42
2022-07-16 13;8742;87,42
2022-07-16 14;8742;87,42
2022-07-16 15;8742;87,42
2022-07-16 16;8742;87,42
2022-07-16 17;8742;87,42
2022-07-16 18;14478;144,78
2022-07-16 19;13846;138,46
2022-07-16 20;12128;121,28
2022-07-16 21;12307;123,07
2022-07-16 22;13060;130,6
2022-07-16 23;12916;129,16
2022-07-16 24;11627;116,27
2022-07-17 01;11868;118,68
2022-07-17 02;11868;118,68
2022-07-17 03;7311;73,11
2022-07-17 04;7061;70,61
2022-07-17 05;7061;70,61
2022-07-17 06;8162;81,62
2022-07-17 07;8162;81,62
2022-07-17 08;6271;62,71
2022-07-17 09;0;0
2022-07-17 10;7795;77,95
2022-07-17 11;8731;87,31
2022-07-17 12;13609;136,09
2022-07-17 13;14628;146,28
2022-07-17 14;14628;146,28
2022-07-17 15;14628;146,28
2022-07-17 16;14515;145,15
2022-07-17 17;14063;140,63
2022-07-17 18;14568;145,68
2022-07-17 19;17699;176,99
2022-07-17 20;29094;290,94
2022-07-17 21;29094;290,94
2022-07-17 22;29094;290,94
2022-07-17 23;29094;290,94
2022-07-17 24;22682;226,82
2022-07-18 01;13921;139,21
2022-07-18 02;12938;129,38
2022-07-18 03;12614;126,14
2022-07-18 04;12292;122,92
2022-07-18 05;12292;122,92
2022-07-18 06;13161;131,61
2022-07-18 07;13921;139,21
2022-07-18 08;13947;139,47
2022-07-18 09;28344;283,44
2022-07-18 10;34252;342,52
2022-07-18 11;34252;342,52
2022-07-18 12;34252;342,52
2022-07-18 13;34252;342,52
2022-07-18 14;34252;342,52
2022-07-18 15;34168;341,68
2022-07-18 16;34108;341,08
2022-07-18 17;34108;341,08
2022-07-18 18;34180;341,8
2022-07-18 19;33245;332,45
2022-07-18 20;33370;333,7
2022-07-18 21;33428;334,28
2022-07-18 22;33428;334,28
2022-07-18 23;33416;334,16
2022-07-18 24;30000;300
2022-07-19 01;22617;226,17
2022-07-19 02;14173;141,73
2022-07-19 03;13993;139,93
2022-07-19 04;10601;106,01
2022-07-19 05;8618;86,18
2022-07-19 06;12765;127,65
2022-07-19 07;16427;164,27
2022-07-19 08;18884;188,84
2022-07-19 09;20281;202,81
2022-07-19 10;27606;276,06
2022-07-19 11;31269;312,69
2022-07-19 12;31269;312,69
2022-07-19 13;17334;173,34
2022-07-19 14;14926;149,26
2022-07-19 15;14926;149,26
2022-07-19 16;14926;149,26
2022-07-19 17;14926;149,26
2022-07-19 18;31269;312,69
2022-07-19 19;31139;311,39
2022-07-19 20;33330;333,3
2022-07-19 21;33347;333,47
2022-07-19 22;33347;333,47
2022-07-19 23;32736;327,36
2022-07-19 24;32046;320,46
2022-07-20 01;19223;192,23
2022-07-20 02;16058;160,58
2022-07-20 03;15275;152,75
2022-07-20 04;14685;146,85
2022-07-20 05;14662;146,62
2022-07-20 06;16291;162,91
2022-07-20 07;23023;230,23
2022-07-20 08;22657;226,57
2022-07-20 09;30377;303,77
2022-07-20 10;34077;340,77
2022-07-20 11;36459;364,59
2022-07-20 12;36109;361,09
2022-07-20 13;34603;346,03
2022-07-20 14;29171;291,71
2022-07-20 15;25532;255,32
2022-07-20 16;25532;255,32
2022-07-20 17;25532;255,32
2022-07-20 18;25532;255,32
2022-07-20 19;25051;250,51
2022-07-20 20;25051;250,51
2022-07-20 21;25051;250,51
2022-07-20 22;25051;250,51
2022-07-20 23;25051;250,51
2022-07-20 24;22252;222,52
2022-07-21 01;16633;166,33
2022-07-21 02;16633;166,33
2022-07-21 03;16633;166,33
2022-07-21 04;16633;166,33
2022-07-21 05;16633;166,33
2022-07-21 06;16633;166,33
2022-07-21 07;16633;166,33
2022-07-21 08;16633;166,33
2022-07-21 09;17114;171,14
2022-07-21 10;17114;171,14
2022-07-21 11;17114;171,14
2022-07-21 12;24408;244,08
2022-07-21 13;27733;277,33
2022-07-21 14;25553;255,53
2022-07-21 15;22937;229,37
2022-07-21 16;20489;204,89
2022-07-21 17;20489;204,89
2022-07-21 18;27290;272,9
2022-07-21 19;24167;241,67
2022-07-21 20;14802;148,02
2022-07-21 21;14862;148,62
2022-07-21 22;15379;153,79
2022-07-21 23;15700;157
2022-07-21 24;15700;157
2022-07-22 01;16225;162,25
2022-07-22 02;14807;148,07
2022-07-22 03;14204;142,04
2022-07-22 04;14204;142,04
2022-07-22 05;14204;142,04
2022-07-22 06;14204;142,04
2022-07-22 07;15005;150,05
2022-07-22 08;15470;154,7
2022-07-22 09;15162;151,62
2022-07-22 10;19263;192,63
2022-07-22 11;19263;192,63
2022-07-22 12;19263;192,63
2022-07-22 13;17331;173,31
2022-07-22 14;17366;173,66
2022-07-22 15;19263;192,63
2022-07-22 16;19263;192,63
2022-07-22 17;19411;194,11
2022-07-22 18;22231;222,31
2022-07-22 19;20434;204,34
2022-07-22 20;19192;191,92
2022-07-22 21;18806;188,06
2022-07-22 22;18806;188,06
2022-07-22 23;18806;188,06
2022-07-22 24;16747;167,47
2022-07-23 01;15177;151,77
2022-07-23 02;13960;139,6
2022-07-23 03;13799;137,99
2022-07-23 04;13799;137,99
2022-07-23 05;13799;137,99
2022-07-23 06;13799;137,99
2022-07-23 07;13799;137,99
2022-07-23 08;13799;137,99
2022-07-23 09;8050;80,5
2022-07-23 10;6568;65,68
2022-07-23 11;12743;127,43
2022-07-23 12;14387;143,87
2022-07-23 13;14153;141,53
2022-07-23 14;14153;141,53
2022-07-23 15;10516;105,16
2022-07-23 16;8592;85,92
2022-07-23 17;10742;107,42
2022-07-23 18;22664;226,64
2022-07-23 19;27386;273,86
2022-07-23 20;26959;269,59
2022-07-23 21;18843;188,43
2022-07-23 22;18843;188,43
2022-07-23 23;18775;187,75
2022-07-23 24;18775;187,75
2022-07-24 01;14365;143,65
2022-07-24 02;13847;138,47
2022-07-24 03;13847;138,47
2022-07-24 04;12181;121,81
2022-07-24 05;11335;113,35
2022-07-24 06;11248;112,48
2022-07-24 07;11248;112,48
2022-07-24 08;9684;96,84
2022-07-24 09;2274;22,74
2022-07-24 10;0;0
2022-07-24 11;0;0
2022-07-24 12;0;0
2022-07-24 13;0;0
2022-07-24 14;0;0
2022-07-24 15;0;0
2022-07-24 16;0;0
2022-07-24 17;8131;81,31
2022-07-24 18;21558;215,58
2022-07-24 19;29997;299,97
2022-07-24 20;30087;300,87
2022-07-24 21;30087;300,87
2022-07-24 22;25960;259,6
2022-07-24 23;19246;192,46
2022-07-24 24;17500;175
2022-07-25 01;13484;134,84
2022-07-25 02;12615;126,15
2022-07-25 03;12615;126,15
2022-07-25 04;12615;126,15
2022-07-25 05;12615;126,15
2022-07-25 06;13224;132,24
2022-07-25 07;14291;142,91
2022-07-25 08;15662;156,62
2022-07-25 09;11776;117,76
2022-07-25 10;9079;90,79
2022-07-25 11;8430;84,3
2022-07-25 12;8446;84,46
2022-07-25 13;7451;74,51
2022-07-25 14;0;0
2022-07-25 15;4432;44,32
2022-07-25 16;7213;72,13
2022-07-25 17;10753;107,53
2022-07-25 18;19578;195,78
2022-07-25 19;24267;242,67
2022-07-25 20;29740;297,4
2022-07-25 21;24546;245,46
2022-07-25 22;17083;170,83
2022-07-25 23;15297;152,97
2022-07-25 24;14289;142,89
2022-07-26 01;12695;126,95
2022-07-26 02;12569;125,69
2022-07-26 03;11651;116,51
2022-07-26 04;10996;109,96
2022-07-26 05;12230;122,3
2022-07-26 06;12683;126,83
2022-07-26 07;15623;156,23
2022-07-26 08;15227;152,27
2022-07-26 09;9150;91,5
2022-07-26 10;2919;29,19
2022-07-26 11;7244;72,44
2022-07-26 12;7244;72,44
2022-07-26 13;7235;72,35
2022-07-26 14;5583;55,83
2022-07-26 15;0;0
2022-07-26 16;0;0
2022-07-26 17;5882;58,82
2022-07-26 18;16994;169,94
2022-07-26 19;17097;170,97
2022-07-26 20;16097;160,97
2022-07-26 21;16925;169,25
2022-07-26 22;19648;196,48
2022-07-26 23;17530;175,3
2022-07-26 24;14869;148,69
2022-07-27 01;15164;151,64
2022-07-27 02;14651;146,51
2022-07-27 03;14489;144,89
2022-07-27 04;14489;144,89
2022-07-27 05;14489;144,89
2022-07-27 06;14489;144,89
2022-07-27 07;15332;153,32
2022-07-27 08;15576;155,76
2022-07-27 09;15164;151,64
2022-07-27 10;9105;91,05
2022-07-27 11;10531;105,31
2022-07-27 12;8478;84,78
2022-07-27 13;7483;74,83
2022-07-27 14;6941;69,41
2022-07-27 15;6635;66,35
2022-07-27 16;7477;74,77
2022-07-27 17;9584;95,84
2022-07-27 18;16999;169,99
2022-07-27 19;16300;163
2022-07-27 20;16332;163,32
2022-07-27 21;16300;163
2022-07-27 22;16341;163,41
2022-07-27 23;16314;163,14
2022-07-27 24;15858;158,58
2022-07-28 01;12342;123,42
2022-07-28 02;12342;123,42
2022-07-28 03;12342;123,42
2022-07-28 04;12342;123,42
2022-07-28 05;12522;125,22
2022-07-28 06;12774;127,74
2022-07-28 07;13945;139,45
2022-07-28 08;13989;139,89
2022-07-28 09;11199;111,99
2022-07-28 10;7962;79,62
2022-07-28 11;8298;82,98
2022-07-28 12;8484;84,84
2022-07-28 13;1662;16,62
2022-07-28 14;0;0
2022-07-28 15;0;0
2022-07-28 16;0;0
2022-07-28 17;7652;76,52
2022-07-28 18;17085;170,85
2022-07-28 19;20818;208,18
2022-07-28 20;26972;269,72
2022-07-28 21;19750;197,5
2022-07-28 22;19468;194,68
2022-07-28 23;17892;178,92
2022-07-28 24;14739;147,39
2022-07-29 01;12391;123,91
2022-07-29 02;12391;123,91
2022-07-29 03;12391;123,91
2022-07-29 04;12391;123,91
2022-07-29 05;12391;123,91
2022-07-29 06;12391;123,91
2022-07-29 07;13797;137,97
2022-07-29 08;20122;201,22
2022-07-29 09;9932;99,32
2022-07-29 10;7065;70,65
2022-07-29 11;7066;70,66
2022-07-29 12;7086;70,86
2022-07-29 13;3297;32,97
2022-07-29 14;0;0
2022-07-29 15;0;0
2022-07-29 16;0;0
2022-07-29 17;5262;52,62
2022-07-29 18;13191;131,91
2022-07-29 19;12452;124,52
2022-07-29 20;12452;124,52
2022-07-29 21;12452;124,52
2022-07-29 22;14346;143,46
2022-07-29 23;14922;149,22
